date,product,sales
2023-01-26,Chips,53.58
2023-01-26,Soap,38.43
2023-01-26,Rice,138.77
2023-01-26,Oil,122.22
2023-01-26,Chocolate,38.24
2023-01-26,Cold Drink,50.73
2023-01-27,Milk,100.63
2023-01-27,Bread,84.31
2023-01-27,Chips,45.71
2023-01-27,Soap,33.33
2023-01-27,Rice,145.02
2023-01-27,Oil,124.81
2023-01-27,Chocolate,29.07
2023-01-27,Cold Drink,46.25
2023-01-28,Milk,96.42
2023-01-28,Bread,65.6
2023-01-28,Chips,42.45
2023-01-28,Soap,29.89
2023-01-28,Rice,153.75
2023-01-28,Oil,114.2
2023-01-28,Chocolate,36.41
2023-01-28,Cold Drink,36.02
2023-01-29,Milk,106.04
2023-01-29,Bread,79.84
2023-01-29,Chips,53.12
2023-01-29,Soap,31.81
2023-01-29,Rice,146.42
2023-01-29,Oil,134.8
2023-01-29,Chocolate,37.55
2023-01-29,Cold Drink,52.68
2023-01-30,Milk,116.75
2023-01-30,Bread,78.76
2023-01-30,Chips,71.44
2023-01-30,Soap,48.09
2023-01-30,Rice,147.69
2023-01-30,Oil,140.2
2023-01-30,Chocolate,46.11
2023-01-30,Cold Drink,63.38
2023-01-31,Milk,114.79
2023-01-31,Bread,83.18
2023-01-31,Chips,65.27
2023-01-31,Soap,51.08
2023-01-31,Rice,153.75
2023-01-31,Oil,139.58
2023-01-31,Chocolate,49.37
2023-01-31,Cold Drink,57.48
2023-02-01,Milk,122.47
2023-02-01,Bread,80.16
2023-02-01,Chips,51.13
2023-02-01,Soap,45.83
2023-02-01,Rice,164.95
2023-02-01,Oil,141.05
2023-02-01,Chocolate,39.14
2023-02-01,Cold Drink,52.62
2023-02-02,Milk,111.6
2023-02-02,Bread,65.72
2023-02-02,Chips,51.08
2023-02-02,Soap,36.33
2023-02-02,Rice,141.03
2023-02-02,Oil,126.96
2023-02-02,Chocolate,22.25
2023-02-02,Cold Drink,40.94
2023-02-03,Milk,98.89
2023-02-03,Bread,57.41
2023-02-03,Chips,51.71
2023-02-03,Soap,19.8
2023-02-03,Rice,138.05
2023-02-03,Oil,122.55
2023-02-03,Chocolate,40.66
2023-02-03,Cold Drink,33.17
2023-02-04,Milk,108.2
2023-02-04,Bread,65.43
2023-02-04,Chips,40.67
2023-02-04,Soap,31.09
2023-02-04,Rice,143.18
2023-02-04,Oil,120.88
2023-02-04,Chocolate,36.13
2023-02-04,Cold Drink,40.06
2023-02-05,Milk,111.07
2023-02-05,Bread,76.31
2023-02-05,Chips,61.43
2023-02-05,Soap,30.31
2023-02-05,Rice,160.67
2023-02-05,Oil,121.99
2023-02-05,Chocolate,43.24
2023-02-05,Cold Drink,52.44
2023-02-06,Milk,120.02
2023-02-06,Bread,77.5
2023-02-06,Chips,60.38
2023-02-06,Soap,41.75
2023-02-06,Rice,154.87
2023-02-06,Oil,143.87
2023-02-06,Chocolate,54.0
2023-02-06,Cold Drink,53.55
2023-02-07,Milk,125.35
2023-02-07,Bread,83.89
2023-02-07,Chips,67.51
2023-02-07,Soap,49.2
2023-02-07,Rice,155.6
2023-02-07,Oil,138.8
2023-02-07,Chocolate,58.29
2023-02-07,Cold Drink,61.7
2023-02-08,Milk,115.63
2023-02-08,Bread,77.33
2023-02-08,Chips,64.53
2023-02-08,Soap,37.58
2023-02-08,Rice,157.07
2023-02-08,Oil,135.23
2023-02-08,Chocolate,48.45
2023-02-08,Cold Drink,58.43
2023-02-09,Milk,111.49
2023-02-09,Bread,71.93
2023-02-09,Chips,56.09
2023-02-09,Soap,31.87
2023-02-09,Rice,149.07
2023-02-09,Oil,126.06
2023-02-09,Chocolate,42.88
2023-02-09,Cold Drink,43.31
2023-02-10,Milk,102.74
2023-02-10,Bread,65.23
2023-02-10,Chips,40.16
2023-02-10,Soap,36.71
2023-02-10,Rice,135.22
2023-02-10,Oil,116.18
2023-02-10,Chocolate,42.04
2023-02-10,Cold Drink,42.21
2023-02-11,Milk,107.6
2023-02-11,Bread,67.12
2023-02-11,Chips,46.22
2023-02-11,Soap,23.6
2023-02-11,Rice,142.56
2023-02-11,Oil,120.85
2023-02-11,Chocolate,43.46
2023-02-11,Cold Drink,39.15
2023-02-12,Milk,108.47
2023-02-12,Bread,69.99
2023-02-12,Chips,56.26
2023-02-12,Soap,32.98
2023-02-12,Rice,145.89
2023-02-12,Oil,133.32
2023-02-12,Chocolate,48.02
2023-02-12,Cold Drink,44.87
2023-02-13,Milk,118.36
2023-02-13,Bread,80.38
2023-02-13,Chips,54.88
2023-02-13,Soap,36.48
2023-02-13,Rice,154.23
2023-02-13,Oil,138.9
2023-02-13,Chocolate,56.57
2023-02-13,Cold Drink,62.3
2023-02-14,Milk,127.24
2023-02-14,Bread,80.15
2023-02-14,Chips,64.05
2023-02-14,Soap,40.34
2023-02-14,Rice,159.66
2023-02-14,Oil,140.51
2023-02-14,Chocolate,58.96
2023-02-14,Cold Drink,52.41
2023-02-15,Milk,120.44
2023-02-15,Bread,83.0
2023-02-15,Chips,58.3
2023-02-15,Soap,41.85
2023-02-15,Rice,157.79
2023-02-15,Oil,134.58
2023-02-15,Chocolate,53.46
2023-02-15,Cold Drink,50.9
2023-02-16,Milk,109.95
2023-02-16,Bread,62.6
2023-02-16,Chips,50.38
2023-02-16,Soap,33.55
2023-02-16,Rice,152.92
2023-02-16,Oil,132.76
2023-02-16,Chocolate,54.83
2023-02-16,Cold Drink,38.02
2023-02-17,Milk,108.71
2023-02-17,Bread,61.77
2023-02-17,Chips,55.9
2023-02-17,Soap,21.51
2023-02-17,Rice,136.05
2023-02-17,Oil,119.6
2023-02-17,Chocolate,28.43
2023-02-17,Cold Drink,33.52
2023-02-18,Milk,102.79
2023-02-18,Bread,63.33
2023-02-18,Chips,48.69
2023-02-18,Soap,36.76
2023-02-18,Rice,146.93
2023-02-18,Oil,121.7
2023-02-18,Chocolate,36.89
2023-02-18,Cold Drink,40.24
2023-02-19,Milk,108.1
2023-02-19,Bread,79.36
2023-02-19,Chips,60.8
2023-02-19,Soap,32.75
2023-02-19,Rice,141.43
2023-02-19,Oil,139.22
2023-02-19,Chocolate,49.03
2023-02-19,Cold Drink,51.49
2023-02-20,Milk,114.85
2023-02-20,Bread,74.82
2023-02-20,Chips,62.84
2023-02-20,Soap,43.05
2023-02-20,Rice,155.57
2023-02-20,Oil,143.43
2023-02-20,Chocolate,52.48
2023-02-20,Cold Drink,52.11
2023-02-21,Milk,125.65
2023-02-21,Bread,82.12
2023-02-21,Chips,68.41
2023-02-21,Soap,39.03
2023-02-21,Rice,152.08
2023-02-21,Oil,148.69
2023-02-21,Chocolate,61.81
2023-02-21,Cold Drink,50.71
2023-02-22,Milk,127.69
2023-02-22,Bread,74.52
2023-02-22,Chips,65.44
2023-02-22,Soap,39.48
2023-02-22,Rice,164.64
2023-02-22,Oil,145.72
2023-02-22,Chocolate,53.89
2023-02-22,Cold Drink,53.6
2023-02-23,Milk,114.79
2023-02-23,Bread,71.9
2023-02-23,Chips,46.14
2023-02-23,Soap,33.79
2023-02-23,Rice,150.95
2023-02-23,Oil,119.52
2023-02-23,Chocolate,40.94
2023-02-23,Cold Drink,29.57
2023-02-24,Milk,105.1
2023-02-24,Bread,63.04
2023-02-24,Chips,53.16
2023-02-24,Soap,25.22
2023-02-24,Rice,148.39
2023-02-24,Oil,116.05
2023-02-24,Chocolate,33.33
2023-02-24,Cold Drink,33.77
2023-02-25,Milk,110.6
2023-02-25,Bread,61.02
2023-02-25,Chips,37.34
2023-02-25,Soap,26.24
2023-02-25,Rice,135.66
2023-02-25,Oil,128.28
2023-02-25,Chocolate,46.01
2023-02-25,Cold Drink,30.98
2023-02-26,Milk,114.23
2023-02-26,Bread,63.5
2023-02-26,Chips,55.29
2023-02-26,Soap,39.18
2023-02-26,Rice,145.07
2023-02-26,Oil,135.32
2023-02-26,Chocolate,49.75
2023-02-26,Cold Drink,39.24
2023-02-27,Milk,124.38
2023-02-27,Bread,71.24
2023-02-27,Chips,60.75
2023-02-27,Soap,36.13
2023-02-27,Rice,167.64
2023-02-27,Oil,140.84
2023-02-27,Chocolate,57.12
2023-02-27,Cold Drink,51.79
2023-02-28,Milk,126.59
2023-02-28,Bread,77.04
2023-02-28,Chips,68.62
2023-02-28,Soap,47.74
2023-02-28,Rice,157.1
2023-02-28,Oil,139.77
2023-02-28,Chocolate,61.57
2023-02-28,Cold Drink,40.84
2023-03-01,Milk,114.46
2023-03-01,Bread,79.37
2023-03-01,Chips,68.46
2023-03-01,Soap,37.19
2023-03-01,Rice,157.22
2023-03-01,Oil,138.85
2023-03-01,Chocolate,73.33
2023-03-01,Cold Drink,52.24
2023-03-02,Milk,113.02
2023-03-02,Bread,58.88
2023-03-02,Chips,43.63
2023-03-02,Soap,30.68
2023-03-02,Rice,141.88
2023-03-02,Oil,121.55
2023-03-02,Chocolate,46.43
2023-03-02,Cold Drink,32.25
2023-03-03,Milk,116.99
2023-03-03,Bread,62.46
2023-03-03,Chips,46.31
2023-03-03,Soap,31.55
2023-03-03,Rice,140.64
2023-03-03,Oil,118.99
2023-03-03,Chocolate,52.27
2023-03-03,Cold Drink,34.65
2023-03-04,Milk,105.6
2023-03-04,Bread,58.83
2023-03-04,Chips,44.0
2023-03-04,Soap,19.07
2023-03-04,Rice,146.81
2023-03-04,Oil,134.83
2023-03-04,Chocolate,39.99
2023-03-04,Cold Drink,36.4
2023-03-05,Milk,115.65
2023-03-05,Bread,64.96
2023-03-05,Chips,53.34
2023-03-05,Soap,29.38
2023-03-05,Rice,150.24
2023-03-05,Oil,129.0
2023-03-05,Chocolate,56.55
2023-03-05,Cold Drink,40.85
2023-03-06,Milk,125.82
2023-03-06,Bread,70.48
2023-03-06,Chips,61.33
2023-03-06,Soap,45.2
2023-03-06,Rice,160.32
2023-03-06,Oil,136.13
2023-03-06,Chocolate,63.91
2023-03-06,Cold Drink,52.38
2023-03-07,Milk,120.9
2023-03-07,Bread,79.47
2023-03-07,Chips,62.94
2023-03-07,Soap,46.1
2023-03-07,Rice,155.93
2023-03-07,Oil,133.97
2023-03-07,Chocolate,57.61
2023-03-07,Cold Drink,50.49
2023-03-08,Milk,125.44
2023-03-08,Bread,66.62
2023-03-08,Chips,64.13
2023-03-08,Soap,29.43
2023-03-08,Rice,154.01
2023-03-08,Oil,131.58
2023-03-08,Chocolate,57.48
2023-03-08,Cold Drink,44.78
2023-03-09,Milk,111.46
2023-03-09,Bread,60.34
2023-03-09,Chips,57.39
2023-03-09,Soap,26.08
2023-03-09,Rice,149.84
2023-03-09,Oil,123.36
2023-03-09,Chocolate,55.11
2023-03-09,Cold Drink,42.77
2023-03-10,Milk,98.29
2023-03-10,Bread,52.67
2023-03-10,Chips,49.94
2023-03-10,Soap,22.44
2023-03-10,Rice,142.11
2023-03-10,Oil,120.63
2023-03-10,Chocolate,47.88
2023-03-10,Cold Drink,29.07
2023-03-11,Milk,118.72
2023-03-11,Bread,59.65
2023-03-11,Chips,50.77
2023-03-11,Soap,23.22
2023-03-11,Rice,139.74
2023-03-11,Oil,123.47
2023-03-11,Chocolate,51.75
2023-03-11,Cold Drink,29.38
2023-03-12,Milk,122.45
2023-03-12,Bread,76.38
2023-03-12,Chips,61.36
2023-03-12,Soap,31.37
2023-03-12,Rice,156.01
2023-03-12,Oil,131.46
2023-03-12,Chocolate,47.81
2023-03-12,Cold Drink,33.96
2023-03-13,Milk,119.76
2023-03-13,Bread,71.86
2023-03-13,Chips,65.01
2023-03-13,Soap,49.1
2023-03-13,Rice,159.45
2023-03-13,Oil,140.27
2023-03-13,Chocolate,70.37
2023-03-13,Cold Drink,35.46
2023-03-14,Milk,132.53
2023-03-14,Bread,79.2
2023-03-14,Chips,59.56
2023-03-14,Soap,48.27
2023-03-14,Rice,161.44
2023-03-14,Oil,141.27
2023-03-14,Chocolate,71.71
2023-03-14,Cold Drink,59.5
2023-03-15,Milk,127.15
2023-03-15,Bread,70.98
2023-03-15,Chips,59.34
2023-03-15,Soap,32.79
2023-03-15,Rice,158.49
2023-03-15,Oil,133.71
2023-03-15,Chocolate,63.9
2023-03-15,Cold Drink,40.05
2023-03-16,Milk,120.26
2023-03-16,Bread,62.53
2023-03-16,Chips,58.25
2023-03-16,Soap,25.71
2023-03-16,Rice,144.31
2023-03-16,Oil,124.47
2023-03-16,Chocolate,53.04
2023-03-16,Cold Drink,35.35
2023-03-17,Milk,116.54
2023-03-17,Bread,50.64
2023-03-17,Chips,52.1
2023-03-17,Soap,29.53
2023-03-17,Rice,142.32
2023-03-17,Oil,133.38
2023-03-17,Chocolate,46.38
2023-03-17,Cold Drink,21.53
2023-03-18,Milk,106.09
2023-03-18,Bread,64.46
2023-03-18,Chips,53.05
2023-03-18,Soap,24.3
2023-03-18,Rice,143.58
2023-03-18,Oil,120.35
2023-03-18,Chocolate,64.81
2023-03-18,Cold Drink,30.03
2023-03-19,Milk,123.65
2023-03-19,Bread,68.23
2023-03-19,Chips,60.11
2023-03-19,Soap,33.42
2023-03-19,Rice,146.05
2023-03-19,Oil,136.21
2023-03-19,Chocolate,70.21
2023-03-19,Cold Drink,43.63
2023-03-20,Milk,139.18
2023-03-20,Bread,69.66
2023-03-20,Chips,60.67
2023-03-20,Soap,39.39
2023-03-20,Rice,158.1
2023-03-20,Oil,147.19
2023-03-20,Chocolate,60.56
2023-03-20,Cold Drink,52.07
2023-03-21,Milk,132.66
2023-03-21,Bread,71.81
2023-03-21,Chips,62.59
2023-03-21,Soap,33.57
2023-03-21,Rice,163.87
2023-03-21,Oil,144.07
2023-03-21,Chocolate,64.9
2023-03-21,Cold Drink,39.57
2023-03-22,Milk,126.66
2023-03-22,Bread,76.68
2023-03-22,Chips,61.04
2023-03-22,Soap,28.82
2023-03-22,Rice,153.11
2023-03-22,Oil,136.98
2023-03-22,Chocolate,52.85
2023-03-22,Cold Drink,40.07
2023-03-23,Milk,118.81
2023-03-23,Bread,62.94
2023-03-23,Chips,63.01
2023-03-23,Soap,33.19
2023-03-23,Rice,144.32
2023-03-23,Oil,124.18
2023-03-23,Chocolate,70.93
2023-03-23,Cold Drink,31.66
2023-03-24,Milk,114.92
2023-03-24,Bread,53.73
2023-03-24,Chips,49.44
2023-03-24,Soap,21.33
2023-03-24,Rice,137.38
2023-03-24,Oil,121.62
2023-03-24,Chocolate,52.89
2023-03-24,Cold Drink,22.93
2023-03-25,Milk,113.52
2023-03-25,Bread,56.11
2023-03-25,Chips,49.21
2023-03-25,Soap,31.4
2023-03-25,Rice,128.93
2023-03-25,Oil,131.79
2023-03-25,Chocolate,61.61
2023-03-25,Cold Drink,16.91
2023-03-26,Milk,123.49
2023-03-26,Bread,61.34
2023-03-26,Chips,51.36
2023-03-26,Soap,27.71
2023-03-26,Rice,144.45
2023-03-26,Oil,142.96
2023-03-26,Chocolate,68.28
2023-03-26,Cold Drink,41.16
2023-03-27,Milk,136.93
2023-03-27,Bread,65.17
2023-03-27,Chips,63.7
2023-03-27,Soap,41.77
2023-03-27,Rice,151.71
2023-03-27,Oil,145.63
2023-03-27,Chocolate,70.62
2023-03-27,Cold Drink,40.44
2023-03-28,Milk,139.1
2023-03-28,Bread,74.77
2023-03-28,Chips,66.54
2023-03-28,Soap,46.95
2023-03-28,Rice,154.34
2023-03-28,Oil,147.13
2023-03-28,Chocolate,77.11
2023-03-28,Cold Drink,42.4
2023-03-29,Milk,132.07
2023-03-29,Bread,60.68
2023-03-29,Chips,67.66
2023-03-29,Soap,34.71
2023-03-29,Rice,151.73
2023-03-29,Oil,143.93
2023-03-29,Chocolate,65.62
2023-03-29,Cold Drink,31.2
2023-03-30,Milk,114.28
2023-03-30,Bread,61.09
2023-03-30,Chips,48.06
2023-03-30,Soap,35.64
2023-03-30,Rice,135.25
2023-03-30,Oil,138.54
2023-03-30,Chocolate,61.92
2023-03-30,Cold Drink,28.78
2023-03-31,Milk,114.23
2023-03-31,Bread,54.45
2023-03-31,Chips,48.96
2023-03-31,Soap,26.87
2023-03-31,Rice,140.82
2023-03-31,Oil,125.45
2023-03-31,Chocolate,54.03
2023-03-31,Cold Drink,23.27
2023-04-01,Milk,120.72
2023-04-01,Bread,45.63
2023-04-01,Chips,44.44
2023-04-01,Soap,26.9
2023-04-01,Rice,143.04
2023-04-01,Oil,125.76
2023-04-01,Chocolate,58.27
2023-04-01,Cold Drink,26.92
2023-04-02,Milk,124.6
2023-04-02,Bread,57.91
2023-04-02,Chips,60.08
2023-04-02,Soap,26.01
2023-04-02,Rice,152.04
2023-04-02,Oil,126.04
2023-04-02,Chocolate,71.55
2023-04-02,Cold Drink,35.06
2023-04-03,Milk,136.7
2023-04-03,Bread,74.33
2023-04-03,Chips,75.35
2023-04-03,Soap,43.69
2023-04-03,Rice,148.61
2023-04-03,Oil,136.02
2023-04-03,Chocolate,71.49
2023-04-03,Cold Drink,40.35
2023-04-04,Milk,140.24
2023-04-04,Bread,67.52
2023-04-04,Chips,69.98
2023-04-04,Soap,36.67
2023-04-04,Rice,156.69
2023-04-04,Oil,137.37
2023-04-04,Chocolate,72.33
2023-04-04,Cold Drink,35.09
2023-04-05,Milk,127.66
2023-04-05,Bread,70.81
2023-04-05,Chips,58.99
2023-04-05,Soap,48.1
2023-04-05,Rice,156.81
2023-04-05,Oil,139.96
2023-04-05,Chocolate,67.65
2023-04-05,Cold Drink,39.64
2023-04-06,Milk,121.28
2023-04-06,Bread,57.27
2023-04-06,Chips,67.96
2023-04-06,Soap,25.68
2023-04-06,Rice,151.41
2023-04-06,Oil,126.9
2023-04-06,Chocolate,63.49
2023-04-06,Cold Drink,36.02
2023-04-07,Milk,115.92
2023-04-07,Bread,60.11
2023-04-07,Chips,53.39
2023-04-07,Soap,17.84
2023-04-07,Rice,143.41
2023-04-07,Oil,129.91
2023-04-07,Chocolate,61.76
2023-04-07,Cold Drink,13.6
2023-04-08,Milk,117.65
2023-04-08,Bread,51.54
2023-04-08,Chips,51.51
2023-04-08,Soap,25.59
2023-04-08,Rice,143.07
2023-04-08,Oil,120.35
2023-04-08,Chocolate,62.88
2023-04-08,Cold Drink,26.13
2023-04-09,Milk,132.2
2023-04-09,Bread,65.8
2023-04-09,Chips,63.97
2023-04-09,Soap,32.5
2023-04-09,Rice,149.65
2023-04-09,Oil,126.6
2023-04-09,Chocolate,71.35
2023-04-09,Cold Drink,31.64
2023-04-10,Milk,138.88
2023-04-10,Bread,61.63
2023-04-10,Chips,62.31
2023-04-10,Soap,43.18
2023-04-10,Rice,157.62
2023-04-10,Oil,146.18
2023-04-10,Chocolate,77.56
2023-04-10,Cold Drink,38.27
2023-04-11,Milk,144.44
2023-04-11,Bread,67.17
2023-04-11,Chips,70.23
2023-04-11,Soap,37.44
2023-04-11,Rice,157.58
2023-04-11,Oil,143.2
2023-04-11,Chocolate,80.86
2023-04-11,Cold Drink,37.36
2023-04-12,Milk,140.92
2023-04-12,Bread,59.67
2023-04-12,Chips,63.5
2023-04-12,Soap,32.04
2023-04-12,Rice,161.57
2023-04-12,Oil,140.37
2023-04-12,Chocolate,79.9
2023-04-12,Cold Drink,26.61
2023-04-13,Milk,127.6
2023-04-13,Bread,59.71
2023-04-13,Chips,56.27
2023-04-13,Soap,30.79
2023-04-13,Rice,143.07
2023-04-13,Oil,137.81
2023-04-13,Chocolate,77.96
2023-04-13,Cold Drink,23.25
2023-04-14,Milk,118.92
2023-04-14,Bread,56.92
2023-04-14,Chips,58.45
2023-04-14,Soap,17.34
2023-04-14,Rice,138.15
2023-04-14,Oil,123.99
2023-04-14,Chocolate,54.73
2023-04-14,Cold Drink,14.76
2023-04-15,Milk,118.36
2023-04-15,Bread,47.54
2023-04-15,Chips,52.41
2023-04-15,Soap,22.95
2023-04-15,Rice,149.93
2023-04-15,Oil,122.39
2023-04-15,Chocolate,68.7
2023-04-15,Cold Drink,19.91
2023-04-16,Milk,131.25
2023-04-16,Bread,62.37
2023-04-16,Chips,54.89
2023-04-16,Soap,31.41
2023-04-16,Rice,150.83
2023-04-16,Oil,137.71
2023-04-16,Chocolate,73.45
2023-04-16,Cold Drink,40.78
2023-04-17,Milk,136.43
2023-04-17,Bread,63.96
2023-04-17,Chips,65.3
2023-04-17,Soap,34.44
2023-04-17,Rice,154.63
2023-04-17,Oil,149.06
2023-04-17,Chocolate,87.32
2023-04-17,Cold Drink,33.16
2023-04-18,Milk,137.69
2023-04-18,Bread,70.71
2023-04-18,Chips,67.69
2023-04-18,Soap,42.21
2023-04-18,Rice,160.76
2023-04-18,Oil,137.52
2023-04-18,Chocolate,90.29
2023-04-18,Cold Drink,46.63
2023-04-19,Milk,133.67
2023-04-19,Bread,60.8
2023-04-19,Chips,66.57
2023-04-19,Soap,35.21
2023-04-19,Rice,157.63
2023-04-19,Oil,149.79
2023-04-19,Chocolate,76.65
2023-04-19,Cold Drink,27.95
2023-04-20,Milk,121.46
2023-04-20,Bread,50.21
2023-04-20,Chips,56.4
2023-04-20,Soap,33.73
2023-04-20,Rice,143.07
2023-04-20,Oil,132.23
2023-04-20,Chocolate,69.18
2023-04-20,Cold Drink,28.9
2023-04-21,Milk,135.89
2023-04-21,Bread,45.6
2023-04-21,Chips,48.8
2023-04-21,Soap,24.47
2023-04-21,Rice,143.66
2023-04-21,Oil,134.98
2023-04-21,Chocolate,67.17
2023-04-21,Cold Drink,15.45
2023-04-22,Milk,128.43
2023-04-22,Bread,55.53
2023-04-22,Chips,57.38
2023-04-22,Soap,23.62
2023-04-22,Rice,147.52
2023-04-22,Oil,133.58
2023-04-22,Chocolate,73.49
