date,sales
2021-06-02,1147.6
2021-06-03,1099.4
2021-06-04,1164.2
2021-06-05,1154.0
2021-06-06,1102.8
2021-06-07,1155.6
2021-06-08,1138.4
2021-06-09,1155.2
2021-06-10,1174.0
2021-06-11,1144.8
2021-06-12,1153.6
2021-06-13,1082.4
2021-06-14,1169.2
2021-06-15,1159.0
2021-06-16,1135.8
2021-06-17,1088.6
2021-06-18,1123.4
2021-06-19,1162.2
2021-06-20,1133.0
2021-06-21,1134.8
2021-06-22,1186.6
2021-06-23,1186.4
2021-06-24,1141.2
2021-06-25,1148.0
2021-06-26,1179.8
2021-06-27,1145.6
2021-06-28,1138.4
2021-06-29,1121.2
2021-06-30,1170.0
2021-07-01,1179.8
2021-07-02,1163.6
2021-07-03,1153.4
2021-07-04,1138.2
2021-07-05,1104.0
2021-07-06,1127.8
2021-07-07,1154.6
2021-07-08,1191.4
2021-07-09,1113.2
2021-07-10,1134.0
2021-07-11,1160.8
2021-07-12,1124.6
2021-07-13,1132.4
2021-07-14,1194.2
2021-07-15,1193.0
2021-07-16,1177.8
2021-07-17,1114.6
2021-07-18,1193.4
2021-07-19,1124.2
2021-07-20,1159.0
2021-07-21,1154.8
2021-07-22,1187.6
2021-07-23,1166.4
2021-07-24,1176.2
2021-07-25,1155.0
2021-07-26,1126.8
2021-07-27,1199.6
2021-07-28,1130.4
2021-07-29,1136.2
2021-07-30,1172.0
2021-07-31,1205.8
2021-08-01,1158.6
2021-08-02,1123.4
2021-08-03,1150.2
2021-08-04,1174.0
2021-08-05,1136.8
2021-08-06,1208.6
2021-08-07,1197.4
2021-08-08,1135.2
2021-08-09,1191.0
2021-08-10,1197.8
2021-08-11,1158.6
2021-08-12,1178.4
2021-08-13,1227.2
2021-08-14,1211.0
2021-08-15,1133.8
2021-08-16,1163.6
2021-08-17,1166.4
2021-08-18,1204.2
2021-08-19,1227.0
2021-08-20,1146.8
2021-08-21,1165.6
2021-08-22,1182.4
2021-08-23,1215.2
2021-08-24,1191.0
2021-08-25,1203.8
2021-08-26,1140.6
2021-08-27,1229.4
2021-08-28,1227.2
2021-08-29,1154.0
2021-08-30,1159.8
2021-08-31,1216.6
2021-09-01,1227.4
2021-09-02,1224.2
2021-09-03,1149.0
2021-09-04,1178.8
2021-09-05,1163.6
2021-09-06,1205.4
2021-09-07,1187.2
2021-09-08,1239.0
2021-09-09,1156.8
2021-09-10,1231.6
2021-09-11,1164.4
2021-09-12,1182.2
2021-09-13,1233.0
2021-09-14,1203.8
2021-09-15,1245.6
2021-09-16,1189.4
2021-09-17,1226.2
2021-09-18,1181.0
2021-09-19,1202.8
2021-09-20,1258.6
2021-09-21,1221.4
2021-09-22,1231.2
2021-09-23,1166.0
2021-09-24,1225.8
2021-09-25,1232.6
2021-09-26,1247.4
2021-09-27,1264.2
2021-09-28,1253.0
2021-09-29,1237.8
2021-09-30,1244.6
2021-10-01,1253.4
2021-10-02,1215.2
2021-10-03,1241.0
2021-10-04,1223.8
2021-10-05,1247.6
2021-10-06,1189.4
2021-10-07,1194.2
2021-10-08,1266.0
2021-10-09,1247.8
2021-10-10,1191.6
2021-10-11,1236.4
2021-10-12,1263.2
2021-10-13,1231.0
2021-10-14,1275.8
2021-10-15,1247.6
2021-10-16,1190.4
2021-10-17,1196.2
2021-10-18,1225.0
2021-10-19,1228.8
2021-10-20,1254.6
2021-10-21,1250.4
2021-10-22,1272.2
2021-10-23,1226.0
2021-10-24,1266.8
2021-10-25,1251.6
2021-10-26,1225.4
2021-10-27,1212.2
2021-10-28,1250.0
2021-10-29,1286.8
2021-10-30,1221.6
2021-10-31,1217.4
2021-11-01,1235.2
2021-11-02,1235.0
2021-11-03,1211.8
2021-11-04,1199.6
2021-11-05,1203.4
2021-11-06,1228.2
2021-11-07,1199.0
2021-11-08,1200.8
2021-11-09,1213.6
2021-11-10,1280.4
2021-11-11,1236.2
2021-11-12,1267.0
2021-11-13,1298.8
2021-11-14,1278.6
2021-11-15,1217.4
2021-11-16,1267.2
2021-11-17,1208.0
2021-11-18,1255.8
2021-11-19,1229.6
2021-11-20,1222.4
2021-11-21,1291.2
2021-11-22,1264.0
2021-11-23,1234.8
2021-11-24,1226.6
2021-11-25,1309.4
2021-11-26,1287.2
2021-11-27,1244.0
2021-11-28,1216.8
2021-11-29,1252.6
2021-11-30,1248.4
2021-12-01,1231.2
2021-12-02,1279.0
2021-12-03,1256.8
2021-12-04,1295.6
2021-12-05,1305.4
2021-12-06,1270.2
2021-12-07,1297.0
2021-12-08,1291.8
2021-12-09,1288.6
2021-12-10,1290.4
2021-12-11,1261.2
2021-12-12,1287.0
2021-12-13,1253.8
2021-12-14,1261.6
2021-12-15,1251.4
2021-12-16,1269.2
2021-12-17,1277.0
2021-12-18,1277.8
2021-12-19,1241.6
2021-12-20,1245.4
2021-12-21,1296.2
2021-12-22,1332.0
2021-12-23,1296.8
2021-12-24,1328.6
2021-12-25,1243.4
2021-12-26,1281.2
2021-12-27,1239.0
2021-12-28,1246.8
2021-12-29,1309.6
2021-12-30,1251.4
2021-12-31,1259.2
2022-01-01,1288.0
2022-01-02,1334.8
2022-01-03,1306.6
2022-01-04,1245.4
2022-01-05,1306.2
2022-01-06,1276.0
2022-01-07,1253.8
2022-01-08,1251.6
2022-01-09,1267.4
2022-01-10,1325.2
2022-01-11,1339.0
2022-01-12,1252.8
2022-01-13,1283.6
2022-01-14,1340.4
2022-01-15,1274.2
2022-01-16,1312.0
2022-01-17,1279.8
2022-01-18,1338.6
2022-01-19,1300.4
2022-01-20,1304.2
2022-01-21,1290.0
2022-01-22,1329.8
2022-01-23,1339.6
2022-01-24,1268.4
2022-01-25,1355.2
2022-01-26,1327.0
2022-01-27,1289.8
2022-01-28,1348.6
2022-01-29,1283.4
2022-01-30,1330.2
2022-01-31,1354.0
2022-02-01,1344.8
2022-02-02,1341.6
2022-02-03,1336.4
2022-02-04,1287.2
2022-02-05,1275.0
2022-02-06,1328.8
2022-02-07,1368.6
2022-02-08,1313.4
2022-02-09,1293.2
2022-02-10,1318.0
2022-02-11,1325.8
2022-02-12,1357.6
2022-02-13,1284.4
2022-02-14,1316.2
2022-02-15,1278.0
2022-02-16,1320.8
2022-02-17,1378.6
2022-02-18,1338.4
2022-02-19,1292.2
2022-02-20,1334.0
2022-02-21,1287.8
2022-02-22,1334.6
2022-02-23,1334.4
2022-02-24,1310.2
2022-02-25,1294.0
2022-02-26,1317.8
2022-02-27,1362.6
2022-02-28,1350.4
2022-03-01,1319.2
2022-03-02,1305.0
2022-03-03,1353.8
2022-03-04,1342.6
2022-03-05,1386.4
2022-03-06,1337.2
2022-03-07,1304.0
2022-03-08,1345.8
2022-03-09,1326.6
2022-03-10,1347.4
2022-03-11,1354.2
2022-03-12,1381.0
2022-03-13,1376.8
2022-03-14,1379.6
2022-03-15,1360.4
2022-03-16,1327.2
2022-03-17,1388.0
2022-03-18,1346.8
2022-03-19,1371.6
2022-03-20,1355.4
2022-03-21,1351.2
2022-03-22,1360.0
2022-03-23,1382.8
2022-03-24,1329.6
2022-03-25,1348.4
2022-03-26,1342.2
2022-03-27,1335.0
2022-03-28,1324.8
2022-03-29,1322.6
2022-03-30,1403.4
2022-03-31,1362.2
2022-04-01,1374.0
2022-04-02,1320.8
2022-04-03,1322.6
2022-04-04,1335.4
2022-04-05,1317.2
2022-04-06,1409.0
2022-04-07,1323.8
2022-04-08,1342.6
2022-04-09,1397.4
2022-04-10,1357.2
2022-04-11,1348.0
2022-04-12,1363.8
2022-04-13,1392.6
2022-04-14,1341.4
2022-04-15,1337.2
2022-04-16,1368.0
2022-04-17,1424.8
2022-04-18,1380.6
2022-04-19,1359.4
2022-04-20,1369.2
2022-04-21,1421.0
2022-04-22,1357.8
2022-04-23,1427.6
2022-04-24,1409.4
2022-04-25,1396.2
2022-04-26,1425.0
2022-04-27,1421.8
2022-04-28,1420.6
2022-04-29,1342.4
2022-04-30,1355.2
2022-05-01,1392.0
2022-05-02,1385.8
2022-05-03,1396.6
2022-05-04,1342.4
2022-05-05,1424.2
2022-05-06,1375.0
2022-05-07,1439.8
2022-05-08,1378.6
2022-05-09,1388.4
2022-05-10,1356.2
2022-05-11,1422.0
2022-05-12,1439.8
2022-05-13,1364.6
2022-05-14,1351.4
2022-05-15,1415.2
2022-05-16,1388.0
2022-05-17,1403.8
2022-05-18,1422.6
2022-05-19,1448.4
2022-05-20,1432.2
2022-05-21,1385.0
2022-05-22,1395.8
2022-05-23,1448.6
2022-05-24,1444.4
2022-05-25,1358.2
2022-05-26,1432.0
2022-05-27,1420.8
2022-05-28,1414.6
2022-05-29,1409.4
2022-05-30,1415.2
2022-05-31,1430.0
2022-06-01,1413.8
2022-06-02,1438.6
2022-06-03,1366.4
2022-06-04,1392.2
2022-06-05,1446.0
2022-06-06,1373.8
2022-06-07,1405.6
2022-06-08,1423.4
2022-06-09,1431.2
2022-06-10,1392.0
2022-06-11,1383.8
2022-06-12,1373.6
2022-06-13,1455.4
2022-06-14,1375.2
2022-06-15,1385.0
2022-06-16,1428.8
2022-06-17,1455.6
2022-06-18,1472.4
2022-06-19,1432.2
2022-06-20,1450.0
2022-06-21,1430.8
2022-06-22,1478.6
2022-06-23,1405.4
2022-06-24,1419.2
2022-06-25,1446.0
2022-06-26,1407.8
2022-06-27,1397.6
2022-06-28,1446.4
2022-06-29,1387.2
2022-06-30,1422.0
2022-07-01,1395.8
2022-07-02,1423.6
2022-07-03,1443.4
2022-07-04,1441.2
2022-07-05,1471.0
2022-07-06,1403.8
2022-07-07,1464.6
2022-07-08,1448.4
2022-07-09,1449.2
2022-07-10,1401.0
2022-07-11,1413.8
2022-07-12,1423.6
2022-07-13,1446.4
2022-07-14,1456.2
2022-07-15,1452.0
2022-07-16,1424.8
2022-07-17,1449.6
2022-07-18,1475.4
2022-07-19,1462.2
2022-07-20,1480.0
2022-07-21,1419.8
2022-07-22,1445.6
2022-07-23,1482.4
2022-07-24,1412.2
2022-07-25,1484.0
2022-07-26,1458.8
2022-07-27,1506.6
2022-07-28,1461.4
2022-07-29,1471.2
2022-07-30,1436.0
2022-07-31,1435.8
2022-08-01,1463.6
2022-08-02,1435.4
2022-08-03,1453.2
2022-08-04,1423.0
2022-08-05,1440.8
2022-08-06,1450.6
2022-08-07,1479.4
2022-08-08,1489.2
2022-08-09,1482.0
2022-08-10,1475.8
2022-08-11,1515.6
2022-08-12,1421.4
2022-08-13,1427.2
2022-08-14,1474.0
2022-08-15,1484.8
2022-08-16,1474.6
2022-08-17,1474.4
2022-08-18,1476.2
2022-08-19,1497.0
2022-08-20,1456.8
2022-08-21,1472.6
2022-08-22,1447.4
2022-08-23,1487.2
2022-08-24,1500.0
2022-08-25,1487.8
2022-08-26,1481.6
2022-08-27,1487.4
2022-08-28,1532.2
2022-08-29,1501.0
2022-08-30,1491.8
2022-08-31,1509.6
2022-09-01,1473.4
2022-09-02,1507.2
2022-09-03,1500.0
2022-09-04,1465.8
2022-09-05,1441.6
2022-09-06,1502.4
2022-09-07,1514.2
2022-09-08,1458.0
2022-09-09,1443.8
2022-09-10,1487.6
2022-09-11,1543.4
2022-09-12,1492.2
2022-09-13,1451.0
2022-09-14,1476.8
2022-09-15,1454.6
2022-09-16,1497.4
2022-09-17,1483.2
2022-09-18,1456.0
2022-09-19,1450.8
2022-09-20,1532.6
2022-09-21,1478.4
2022-09-22,1510.2
2022-09-23,1489.0
2022-09-24,1519.8
2022-09-25,1461.6
2022-09-26,1530.4
2022-09-27,1545.2
2022-09-28,1499.0
2022-09-29,1548.8
2022-09-30,1463.6
2022-10-01,1548.4
2022-10-02,1551.2
2022-10-03,1553.0
2022-10-04,1507.8
2022-10-05,1552.6
2022-10-06,1562.4
2022-10-07,1557.2
2022-10-08,1501.0
2022-10-09,1491.8
2022-10-10,1550.6
2022-10-11,1520.4
2022-10-12,1540.2
2022-10-13,1531.0
2022-10-14,1501.8
2022-10-15,1505.6
2022-10-16,1478.4
2022-10-17,1522.2
2022-10-18,1558.0
2022-10-19,1530.8
2022-10-20,1563.6
2022-10-21,1558.4
2022-10-22,1519.2
2022-10-23,1499.0
2022-10-24,1562.8
2022-10-25,1483.6
2022-10-26,1574.4
2022-10-27,1540.2
2022-10-28,1505.0
2022-10-29,1528.8
2022-10-30,1558.6
2022-10-31,1573.4
2022-11-01,1545.2
2022-11-02,1490.0
2022-11-03,1532.8
2022-11-04,1560.6
2022-11-05,1579.4
2022-11-06,1498.2
2022-11-07,1548.0
2022-11-08,1508.8
2022-11-09,1581.6
2022-11-10,1524.4
2022-11-11,1564.2
2022-11-12,1550.0
2022-11-13,1523.8
2022-11-14,1525.6
2022-11-15,1591.4
2022-11-16,1542.2
2022-11-17,1530.0
2022-11-18,1504.8
2022-11-19,1508.6
2022-11-20,1559.4
2022-11-21,1586.2
2022-11-22,1548.0
2022-11-23,1588.8
2022-11-24,1569.6
2022-11-25,1580.4
2022-11-26,1519.2
2022-11-27,1565.0
2022-11-28,1571.8
2022-11-29,1514.6
2022-11-30,1544.4
2022-12-01,1551.2
2022-12-02,1601.0
2022-12-03,1522.8
2022-12-04,1551.6
2022-12-05,1577.4
2022-12-06,1582.2
2022-12-07,1573.0
2022-12-08,1542.8
2022-12-09,1603.6
2022-12-10,1600.4
2022-12-11,1573.2
2022-12-12,1583.0
2022-12-13,1570.8
2022-12-14,1555.6
2022-12-15,1540.4
2022-12-16,1592.2
2022-12-17,1544.0
2022-12-18,1597.8
2022-12-19,1622.6
2022-12-20,1581.4
2022-12-21,1605.2
2022-12-22,1546.0
2022-12-23,1607.8
2022-12-24,1559.6
2022-12-25,1606.4
2022-12-26,1627.2
2022-12-27,1587.0
2022-12-28,1543.8
2022-12-29,1546.6
2022-12-30,1607.4
2022-12-31,1577.2
2023-01-01,1585.0
2023-01-02,1633.8
2023-01-03,1633.6
2023-01-04,1543.4
2023-01-05,1557.2
2023-01-06,1547.0
2023-01-07,1620.8
2023-01-08,1561.6
2023-01-09,1607.4
2023-01-10,1565.2
2023-01-11,1560.0
2023-01-12,1597.8
2023-01-13,1545.6
2023-01-14,1631.4
2023-01-15,1642.2
2023-01-16,1598.0
2023-01-17,1546.8
2023-01-18,1570.6
2023-01-19,1635.4
2023-01-20,1562.2
2023-01-21,1578.0
2023-01-22,1606.8
2023-01-23,1633.6
2023-01-24,1591.4
2023-01-25,1600.2
2023-01-26,1561.0
2023-01-27,1645.8
2023-01-28,1562.6
2023-01-29,1612.4
2023-01-30,1582.2
2023-01-31,1580.0
2023-02-01,1655.8
2023-02-02,1592.6
2023-02-03,1606.4
2023-02-04,1636.2
2023-02-05,1597.0
2023-02-06,1592.8
2023-02-07,1614.6
2023-02-08,1658.4
2023-02-09,1646.2
2023-02-10,1618.0
2023-02-11,1643.8
2023-02-12,1658.6
2023-02-13,1571.4
2023-02-14,1599.2
2023-02-15,1626.0
2023-02-16,1622.8
2023-02-17,1657.6
2023-02-18,1609.4
2023-02-19,1616.2
2023-02-20,1645.0
2023-02-21,1657.8
2023-02-22,1660.6
2023-02-23,1635.4
2023-02-24,1587.2
2023-02-25,1635.0
2023-02-26,1658.8
2023-02-27,1643.6
2023-02-28,1628.4
2023-03-01,1613.2
2023-03-02,1591.0
2023-03-03,1622.8
2023-03-04,1625.6
2023-03-05,1596.4
2023-03-06,1621.2
2023-03-07,1626.0
2023-03-08,1651.8
2023-03-09,1686.6
2023-03-10,1661.4
2023-03-11,1634.2
2023-03-12,1631.0
2023-03-13,1602.8
2023-03-14,1638.6
2023-03-15,1605.4
2023-03-16,1615.2
2023-03-17,1643.0
2023-03-18,1608.8
2023-03-19,1623.6
2023-03-20,1646.4
2023-03-21,1679.2
2023-03-22,1637.0
2023-03-23,1605.8
2023-03-24,1615.6
2023-03-25,1687.4
2023-03-26,1639.2
2023-03-27,1645.0
2023-03-28,1652.8
2023-03-29,1668.6
2023-03-30,1666.4
2023-03-31,1609.2
2023-04-01,1651.0
2023-04-02,1701.8
2023-04-03,1622.6
2023-04-04,1626.4
2023-04-05,1669.2
2023-04-06,1619.0
2023-04-07,1651.8
2023-04-08,1665.6
2023-04-09,1708.4
2023-04-10,1696.2
2023-04-11,1685.0
2023-04-12,1688.8
2023-04-13,1637.6
2023-04-14,1699.4
2023-04-15,1663.2
2023-04-16,1636.0
2023-04-17,1680.8
2023-04-18,1632.6
2023-04-19,1704.4
2023-04-20,1680.2
2023-04-21,1627.0
2023-04-22,1684.8
2023-04-23,1634.6
2023-04-24,1669.4
2023-04-25,1666.2
2023-04-26,1723.0
2023-04-27,1667.8
2023-04-28,1672.6
2023-04-29,1718.4
2023-04-30,1681.2
2023-05-01,1646.0
2023-05-02,1661.8
2023-05-03,1700.6
2023-05-04,1692.4
2023-05-05,1726.2
2023-05-06,1692.0
2023-05-07,1728.8
2023-05-08,1675.6
2023-05-09,1638.4
2023-05-10,1719.2
2023-05-11,1675.0
2023-05-12,1714.8
2023-05-13,1667.6
2023-05-14,1674.4
2023-05-15,1718.2
2023-05-16,1733.0
2023-05-17,1729.8
2023-05-18,1741.6
2023-05-19,1717.4
2023-05-20,1717.2
2023-05-21,1648.0
2023-05-22,1662.8
2023-05-23,1669.6
2023-05-24,1720.4
2023-05-25,1727.2
2023-05-26,1749.0
2023-05-27,1733.8
2023-05-28,1662.6
2023-05-29,1678.4
2023-05-30,1671.2
2023-05-31,1733.0
2023-06-01,1685.8
2023-06-02,1692.6
2023-06-03,1671.4
2023-06-04,1666.2
2023-06-05,1725.0
2023-06-06,1704.8
2023-06-07,1735.6
2023-06-08,1748.4
2023-06-09,1686.2
2023-06-10,1697.0
2023-06-11,1691.8
2023-06-12,1667.6
2023-06-13,1723.4
2023-06-14,1762.2
2023-06-15,1718.0
2023-06-16,1755.8
2023-06-17,1739.6
2023-06-18,1675.4
2023-06-19,1708.2
2023-06-20,1717.0
2023-06-21,1715.8
2023-06-22,1684.6
2023-06-23,1698.4
2023-06-24,1771.2
2023-06-25,1727.0
2023-06-26,1736.8
2023-06-27,1719.6
2023-06-28,1752.4
2023-06-29,1733.2
2023-06-30,1686.0
2023-07-01,1678.8
2023-07-02,1729.6
2023-07-03,1734.4
2023-07-04,1777.2
2023-07-05,1723.0
2023-07-06,1697.8
2023-07-07,1754.6
2023-07-08,1730.4
2023-07-09,1763.2
2023-07-10,1737.0
2023-07-11,1706.8
2023-07-12,1774.6
2023-07-13,1725.4
2023-07-14,1700.2
2023-07-15,1758.0
2023-07-16,1698.8
2023-07-17,1761.6
2023-07-18,1769.4
2023-07-19,1745.2
2023-07-20,1787.0
2023-07-21,1718.8
2023-07-22,1719.6
2023-07-23,1724.4
2023-07-24,1758.2
2023-07-25,1741.0
2023-07-26,1742.8
2023-07-27,1731.6
2023-07-28,1716.4
2023-07-29,1703.2
2023-07-30,1743.0
2023-07-31,1733.8
2023-08-01,1737.6
2023-08-02,1761.4
2023-08-03,1784.2
2023-08-04,1772.0
2023-08-05,1715.8
2023-08-06,1764.6
2023-08-07,1770.4
2023-08-08,1799.2
2023-08-09,1761.0
2023-08-10,1761.8
2023-08-11,1788.6
2023-08-12,1808.4
2023-08-13,1776.2
2023-08-14,1719.0
2023-08-15,1768.8
2023-08-16,1729.6
2023-08-17,1785.4
2023-08-18,1771.2
2023-08-19,1793.0
2023-08-20,1740.8
2023-08-21,1807.6
2023-08-22,1805.4
2023-08-23,1750.2
2023-08-24,1733.0
2023-08-25,1747.8
2023-08-26,1793.6
2023-08-27,1817.4
2023-08-28,1750.2
2023-08-29,1795.0
2023-08-30,1755.8
2023-08-31,1798.6
2023-09-01,1774.4
2023-09-02,1755.2
2023-09-03,1760.0
2023-09-04,1750.8
2023-09-05,1747.6
2023-09-06,1764.4
2023-09-07,1752.2
2023-09-08,1754.0
2023-09-09,1755.8
2023-09-10,1790.6
2023-09-11,1770.4
2023-09-12,1811.2
2023-09-13,1747.0
2023-09-14,1805.8
2023-09-15,1825.6
2023-09-16,1769.4
2023-09-17,1754.2
2023-09-18,1822.0
2023-09-19,1816.8
2023-09-20,1821.6
2023-09-21,1764.4
2023-09-22,1778.2
2023-09-23,1753.0
2023-09-24,1780.8
2023-09-25,1754.6
2023-09-26,1838.4
2023-09-27,1817.2
2023-09-28,1804.0
2023-09-29,1802.8
2023-09-30,1836.6
2023-10-01,1809.4
2023-10-02,1769.2
2023-10-03,1795.0
2023-10-04,1837.8
2023-10-05,1796.6
2023-10-06,1815.4
2023-10-07,1805.2
2023-10-08,1844.0
2023-10-09,1768.8
2023-10-10,1761.6
2023-10-11,1827.4
2023-10-12,1801.2
2023-10-13,1842.0
2023-10-14,1847.8
2023-10-15,1859.6
2023-10-16,1801.4
2023-10-17,1765.2
2023-10-18,1781.0
2023-10-19,1785.8
2023-10-20,1839.6
2023-10-21,1772.4
2023-10-22,1848.2
2023-10-23,1788.0
2023-10-24,1806.8
2023-10-25,1816.6
2023-10-26,1865.4
2023-10-27,1819.2
2023-10-28,1847.0
2023-10-29,1803.8
2023-10-30,1873.6
2023-10-31,1783.4
2023-11-01,1805.2
2023-11-02,1794.0
2023-11-03,1806.8
2023-11-04,1824.6
2023-11-05,1861.4
2023-11-06,1842.2
2023-11-07,1832.0
2023-11-08,1800.8
2023-11-09,1816.6
2023-11-10,1824.4
2023-11-11,1809.2
2023-11-12,1814.0
2023-11-13,1790.8
2023-11-14,1859.6
2023-11-15,1813.4
2023-11-16,1844.2
2023-11-17,1866.0
2023-11-18,1889.8
2023-11-19,1872.6
2023-11-20,1812.4
2023-11-21,1860.2
2023-11-22,1827.0
2023-11-23,1858.8
2023-11-24,1822.6
2023-11-25,1856.4
2023-11-26,1846.2
2023-11-27,1827.0
2023-11-28,1808.8
2023-11-29,1881.6
2023-11-30,1842.4
2023-12-01,1893.2
2023-12-02,1871.0
2023-12-03,1809.8
2023-12-04,1824.6
2023-12-05,1804.4
2023-12-06,1834.2
2023-12-07,1835.0
2023-12-08,1886.8
2023-12-09,1813.6
2023-12-10,1870.4
2023-12-11,1831.2
2023-12-12,1830.0
2023-12-13,1888.8
2023-12-14,1862.6
2023-12-15,1899.4
2023-12-16,1841.2
2023-12-17,1857.0
2023-12-18,1856.8
2023-12-19,1877.6
2023-12-20,1906.4
2023-12-21,1866.2
2023-12-22,1835.0
2023-12-23,1861.8
2023-12-24,1832.6
2023-12-25,1839.4
2023-12-26,1908.2
2023-12-27,1900.0
2023-12-28,1893.8
2023-12-29,1893.6
2023-12-30,1897.4
2023-12-31,1920.2
