date,product,sales
2023-03-15,Milk,193.73
2023-03-16,Milk,181.4
2023-03-17,Milk,183.21
2023-03-18,Milk,192.16
2023-03-19,Milk,197.78
2023-03-20,Milk,192.02
2023-03-21,Milk,189.15
2023-03-22,Milk,190.7
2023-03-23,Milk,182.21
2023-03-24,Milk,174.6
2023-03-25,Milk,176.06
2023-03-26,Milk,182.54
2023-03-27,Milk,188.39
2023-03-28,Milk,191.17
2023-03-29,Milk,207.94
2023-03-30,Milk,179.15
2023-03-31,Milk,179.3
2023-04-01,Milk,207.68
2023-04-02,Milk,198.17
2023-04-03,Milk,206.6
2023-04-04,Milk,204.39
2023-04-05,Milk,194.38
2023-04-06,Milk,189.46
2023-04-07,Milk,183.01
2023-04-08,Milk,189.64
2023-04-09,Milk,202.37
2023-04-10,Milk,199.63
2023-04-11,Milk,206.29
2023-04-12,Milk,244.94
2023-04-13,Milk,190.48
2023-04-14,Milk,187.08
2023-04-15,Milk,185.33
2023-04-16,Milk,187.78
2023-04-17,Milk,221.35
2023-04-18,Milk,213.86
2023-04-19,Milk,188.83
2023-04-20,Milk,187.16
2023-04-21,Milk,179.07
2023-04-22,Milk,188.39
2023-04-23,Milk,185.65
2023-04-24,Milk,194.53
2023-04-25,Milk,189.23
2023-04-26,Milk,196.71
2023-04-27,Milk,191.12
2023-04-28,Milk,178.91
2023-04-29,Milk,184.97
2023-04-30,Milk,195.11
2023-05-01,Milk,215.23
2023-05-02,Milk,209.22
2023-05-03,Milk,207.42
2023-05-04,Milk,204.12
2023-05-05,Milk,179.55
2023-05-06,Milk,198.74
2023-05-07,Milk,196.52
2023-05-08,Milk,204.06
2023-05-09,Milk,213.47
2023-05-10,Milk,206.15
2023-05-11,Milk,205.64
2023-05-12,Milk,186.58
2023-05-13,Milk,197.28
2023-05-14,Milk,192.92
2023-05-15,Milk,218.85
2023-05-16,Milk,214.25
2023-05-17,Milk,199.36
2023-05-18,Milk,203.81
2023-05-19,Milk,226.18
2023-05-20,Milk,192.83
2023-05-21,Milk,196.68
2023-05-22,Milk,195.96
2023-05-23,Milk,197.44
2023-05-24,Milk,189.24
2023-05-25,Milk,196.54
2023-05-26,Milk,177.44
2023-05-27,Milk,179.52
2023-05-28,Milk,205.24
2023-05-29,Milk,211.84
2023-05-30,Milk,202.96
2023-05-31,Milk,204.12
2023-06-01,Milk,189.79
2023-06-02,Milk,211.07
2023-06-03,Milk,196.75
2023-06-04,Milk,208.5
2023-06-05,Milk,227.08
2023-06-06,Milk,213.04
2023-06-07,Milk,224.95
2023-06-08,Milk,207.07
2023-06-09,Milk,198.17
2023-06-10,Milk,185.87
2023-06-11,Milk,215.61
2023-06-12,Milk,211.14
2023-06-13,Milk,209.9
2023-06-14,Milk,200.76
2023-06-15,Milk,218.87
2023-06-16,Milk,181.89
2023-06-17,Milk,185.93
2023-06-18,Milk,211.1
2023-06-19,Milk,208.75
2023-06-20,Milk,214.54
2023-06-21,Milk,203.88
2023-06-22,Milk,194.68
2023-06-23,Milk,190.79
2023-06-24,Milk,186.81
2023-06-25,Milk,198.41
2023-06-26,Milk,213.59
2023-06-27,Milk,203.44
2023-06-28,Milk,200.16
2023-06-29,Milk,205.37
2023-06-30,Milk,195.83
2023-01-01,Bread,75.02
2023-01-02,Bread,80.9
2023-01-03,Bread,80.4
2023-01-04,Bread,71.0
2023-01-05,Bread,71.65
2023-01-06,Bread,64.95
2023-01-07,Bread,65.16
2023-01-08,Bread,76.03
2023-01-09,Bread,82.05
2023-01-10,Bread,86.78
2023-01-11,Bread,85.04
2023-01-12,Bread,72.77
2023-01-13,Bread,93.55
2023-01-14,Bread,63.31
2023-01-15,Bread,103.82
2023-01-16,Bread,75.78
2023-01-17,Bread,80.95
2023-01-18,Bread,81.78
2023-01-19,Bread,63.74
2023-01-20,Bread,54.59
2023-01-21,Bread,58.14
2023-01-22,Bread,68.55
2023-01-23,Bread,73.39
2023-01-24,Bread,79.58
2023-01-25,Bread,71.24
2023-01-26,Bread,66.12
2023-01-27,Bread,62.42
2023-01-28,Bread,65.91
2023-01-29,Bread,69.15
2023-01-30,Bread,83.86
2023-01-31,Bread,82.72
2023-02-01,Bread,84.64
2023-02-02,Bread,76.22
2023-02-03,Bread,72.44
2023-02-04,Bread,69.84
2023-02-05,Bread,82.6
2023-02-06,Bread,89.29
2023-02-07,Bread,90.41
2023-02-08,Bread,86.98
2023-02-09,Bread,79.15
2023-02-10,Bread,68.15
2023-02-11,Bread,76.88
2023-02-12,Bread,79.51
2023-02-13,Bread,79.9
2023-02-14,Bread,88.56
2023-02-15,Bread,70.17
2023-02-16,Bread,73.52
2023-02-17,Bread,65.42
2023-02-18,Bread,70.14
2023-02-19,Bread,78.98
2023-02-20,Bread,79.22
2023-02-21,Bread,81.79
2023-02-22,Bread,76.93
2023-02-23,Bread,76.5
2023-02-24,Bread,62.68
2023-02-25,Bread,96.21
2023-02-26,Bread,76.83
2023-02-27,Bread,73.95
2023-02-28,Bread,89.12
2023-03-01,Bread,84.94
2023-03-02,Bread,69.21
2023-03-03,Bread,74.31
2023-03-04,Bread,74.56
2023-03-05,Bread,86.31
2023-03-06,Bread,92.17
2023-03-07,Bread,91.89
2023-03-08,Bread,91.53
2023-03-09,Bread,71.5
2023-03-10,Bread,69.14
2023-03-11,Bread,72.96
2023-03-12,Bread,85.2
2023-03-13,Bread,78.49
2023-03-14,Bread,96.01
2023-03-15,Bread,85.57
2023-03-16,Bread,68.03
2023-03-17,Bread,69.69
2023-03-18,Bread,67.26
2023-03-19,Bread,74.09
2023-03-20,Bread,83.76
2023-03-21,Bread,81.22
2023-03-22,Bread,82.09
2023-03-23,Bread,62.62
2023-03-24,Bread,64.97
2023-03-25,Bread,64.48
2023-03-26,Bread,73.6
2023-03-27,Bread,79.11
2023-03-28,Bread,90.22
2023-03-29,Bread,79.18
2023-03-30,Bread,80.32
2023-03-31,Bread,74.36
2023-04-01,Bread,65.93
2023-04-02,Bread,117.42
2023-04-03,Bread,96.78
2023-04-04,Bread,94.68
2023-04-05,Bread,86.5
2023-04-06,Bread,82.51
2023-04-07,Bread,71.88
2023-04-08,Bread,84.2
2023-04-09,Bread,86.91
2023-04-10,Bread,97.33
2023-04-11,Bread,98.29
2023-04-12,Bread,96.19
2023-04-13,Bread,89.74
2023-04-14,Bread,79.58
2023-04-15,Bread,74.14
2023-04-16,Bread,74.23
2023-04-17,Bread,90.99
2023-04-18,Bread,96.79
2023-04-19,Bread,84.12
2023-04-20,Bread,74.74
2023-04-21,Bread,61.88
2023-04-22,Bread,72.5
2023-04-23,Bread,91.08
2023-04-24,Bread,89.4
2023-04-25,Bread,89.55
2023-04-26,Bread,88.83
2023-04-27,Bread,80.63
2023-04-28,Bread,67.57
2023-04-29,Bread,74.3
2023-04-30,Bread,77.91
2023-05-01,Bread,99.35
2023-05-02,Bread,101.45
2023-05-03,Bread,100.22
2023-05-04,Bread,87.31
2023-05-05,Bread,85.26
2023-05-06,Bread,112.78
2023-05-07,Bread,82.1
2023-05-08,Bread,98.19
2023-05-09,Bread,107.1
2023-05-10,Bread,133.28
2023-05-11,Bread,77.06
2023-05-12,Bread,76.63
2023-05-13,Bread,81.08
2023-05-14,Bread,85.84
2023-05-15,Bread,111.91
2023-05-16,Bread,130.69
2023-05-17,Bread,96.54
2023-05-18,Bread,76.16
2023-05-19,Bread,69.75
2023-05-20,Bread,80.89
2023-05-21,Bread,82.88
2023-05-22,Bread,79.43
2023-05-23,Bread,93.7
2023-05-24,Bread,124.69
2023-05-25,Bread,69.83
2023-05-26,Bread,83.23
2023-05-27,Bread,85.81
2023-05-28,Bread,88.44
2023-05-29,Bread,98.15
2023-05-30,Bread,89.45
2023-05-31,Bread,97.71
2023-06-01,Bread,79.82
2023-06-02,Bread,84.04
2023-06-03,Bread,92.1
2023-06-04,Bread,90.57
2023-06-05,Bread,90.19
2023-06-06,Bread,111.94
2023-06-07,Bread,109.44
2023-06-08,Bread,86.63
2023-06-09,Bread,81.75
2023-06-10,Bread,81.84
2023-06-11,Bread,98.22
2023-06-12,Bread,104.1
2023-06-13,Bread,112.14
2023-06-14,Bread,95.69
2023-06-15,Bread,96.11
2023-06-16,Bread,86.4
2023-06-17,Bread,83.49
2023-06-18,Bread,84.35
2023-06-19,Bread,86.71
2023-06-20,Bread,87.92
2023-06-21,Bread,89.88
2023-06-22,Bread,87.88
2023-06-23,Bread,84.91
2023-06-24,Bread,95.99
2023-06-25,Bread,89.69
2023-06-26,Bread,91.43
2023-06-27,Bread,91.03
2023-06-28,Bread,77.86
2023-06-29,Bread,98.03
2023-06-30,Bread,110.86
2023-01-01,Chips,88.3
2023-01-02,Chips,101.1
2023-01-03,Chips,105.92
2023-01-04,Chips,97.89
2023-01-05,Chips,91.33
2023-01-06,Chips,86.2
2023-01-07,Chips,84.57
2023-01-08,Chips,92.57
2023-01-09,Chips,104.94
2023-01-10,Chips,110.75
2023-01-11,Chips,104.29
2023-01-12,Chips,82.51
2023-01-13,Chips,89.23
2023-01-14,Chips,89.85
2023-01-15,Chips,88.23
2023-01-16,Chips,103.36
2023-01-17,Chips,107.76
2023-01-18,Chips,93.01
2023-01-19,Chips,86.35
2023-01-20,Chips,81.03
2023-01-21,Chips,79.12
2023-01-22,Chips,85.81
2023-01-23,Chips,96.69
2023-01-24,Chips,96.63
2023-01-25,Chips,95.65
2023-01-26,Chips,103.73
2023-01-27,Chips,83.68
2023-01-28,Chips,85.19
2023-01-29,Chips,93.08
2023-01-30,Chips,104.63
2023-01-31,Chips,103.04
2023-02-01,Chips,97.82
2023-02-02,Chips,86.97
2023-02-03,Chips,87.16
2023-02-04,Chips,87.34
2023-02-05,Chips,103.57
2023-02-06,Chips,106.38
2023-02-07,Chips,107.38
2023-02-08,Chips,106.65
2023-02-09,Chips,97.48
2023-02-10,Chips,84.12
2023-02-11,Chips,98.41
2023-02-12,Chips,95.64
2023-02-13,Chips,104.1
2023-02-14,Chips,108.51
2023-02-15,Chips,99.81
2023-02-16,Chips,94.17
2023-02-17,Chips,83.16
2023-02-18,Chips,81.21
2023-02-19,Chips,93.8
2023-02-20,Chips,101.34
2023-02-21,Chips,96.29
2023-02-22,Chips,88.32
2023-02-23,Chips,83.11
2023-02-24,Chips,81.63
2023-02-25,Chips,86.35
2023-02-26,Chips,97.56
2023-02-27,Chips,105.45
2023-02-28,Chips,106.72
2023-03-01,Chips,98.38
2023-03-02,Chips,88.78
2023-03-03,Chips,89.78
2023-03-04,Chips,109.59
2023-03-05,Chips,129.21
2023-03-06,Chips,113.86
2023-03-07,Chips,103.41
2023-03-08,Chips,123.58
2023-03-09,Chips,97.39
2023-03-10,Chips,89.91
2023-03-11,Chips,92.83
2023-03-12,Chips,107.5
2023-03-13,Chips,114.09
2023-03-14,Chips,118.97
2023-03-15,Chips,109.29
2023-03-16,Chips,96.11
2023-03-17,Chips,87.87
2023-03-18,Chips,92.02
2023-03-19,Chips,104.53
2023-03-20,Chips,98.08
2023-03-21,Chips,104.98
2023-03-22,Chips,95.51
2023-03-23,Chips,94.83
2023-03-24,Chips,86.22
2023-03-25,Chips,82.76
2023-03-26,Chips,100.88
2023-03-27,Chips,108.71
2023-03-28,Chips,111.1
2023-03-29,Chips,95.42
2023-03-30,Chips,95.8
2023-03-31,Chips,93.56
2023-04-01,Chips,88.94
2023-04-02,Chips,102.87
2023-04-03,Chips,108.52
2023-04-04,Chips,123.73
2023-04-05,Chips,111.02
2023-04-06,Chips,99.0
2023-04-07,Chips,100.04
2023-04-08,Chips,97.84
2023-04-09,Chips,100.13
2023-04-10,Chips,119.19
2023-04-11,Chips,124.62
2023-04-12,Chips,116.37
2023-04-13,Chips,96.9
2023-04-14,Chips,96.83
2023-04-15,Chips,94.44
2023-04-16,Chips,110.68
2023-04-17,Chips,103.12
2023-04-18,Chips,115.26
2023-04-19,Chips,102.28
2023-04-20,Chips,88.55
2023-04-21,Chips,87.66
2023-04-22,Chips,89.58
2023-04-23,Chips,99.29
2023-04-24,Chips,107.82
2023-04-25,Chips,117.3
2023-04-26,Chips,107.83
2023-04-27,Chips,97.44
2023-04-28,Chips,94.27
2023-04-29,Chips,102.45
2023-04-30,Chips,101.64
2023-05-01,Chips,102.75
2023-05-02,Chips,120.92
2023-05-03,Chips,112.51
2023-05-04,Chips,99.98
2023-05-05,Chips,97.97
2023-05-06,Chips,101.09
2023-05-07,Chips,148.69
2023-05-08,Chips,127.52
2023-05-09,Chips,121.51
2023-05-10,Chips,122.61
2023-05-11,Chips,118.27
2023-05-12,Chips,94.48
2023-05-13,Chips,94.8
2023-05-14,Chips,119.92
2023-05-15,Chips,113.88
2023-05-16,Chips,120.1
2023-05-17,Chips,112.63
2023-05-18,Chips,104.67
2023-05-19,Chips,85.5
2023-05-20,Chips,88.84
2023-05-21,Chips,99.5
2023-05-22,Chips,112.64
2023-05-23,Chips,107.01
2023-05-24,Chips,119.75
2023-05-25,Chips,105.35
2023-05-26,Chips,78.06
2023-05-27,Chips,104.75
2023-05-28,Chips,114.16
2023-05-29,Chips,146.68
2023-05-30,Chips,113.21
2023-05-31,Chips,119.85
2023-06-01,Chips,115.52
2023-06-02,Chips,91.29
2023-06-03,Chips,107.75
2023-06-04,Chips,114.49
2023-06-05,Chips,120.59
2023-06-06,Chips,120.54
2023-06-07,Chips,115.15
2023-06-08,Chips,116.42
2023-06-09,Chips,85.64
2023-06-10,Chips,108.32
2023-06-11,Chips,102.61
2023-06-12,Chips,132.53
2023-06-13,Chips,114.35
2023-06-14,Chips,114.67
2023-06-15,Chips,94.83
2023-06-16,Chips,101.76
2023-06-17,Chips,95.17
2023-06-18,Chips,115.93
2023-06-19,Chips,123.12
2023-06-20,Chips,116.89
2023-06-21,Chips,113.23
2023-06-22,Chips,105.81
2023-06-23,Chips,85.56
2023-06-24,Chips,98.4
2023-06-25,Chips,110.84
2023-06-26,Chips,117.04
2023-06-27,Chips,131.38
2023-06-28,Chips,125.87
2023-06-29,Chips,109.26
2023-06-30,Chips,103.55
2023-01-01,Chocolate,120.1
2023-01-02,Chocolate,128.42
2023-01-03,Chocolate,131.82
2023-01-04,Chocolate,127.61
2023-01-05,Chocolate,116.44
2023-01-06,Chocolate,112.3
2023-01-07,Chocolate,118.37
2023-01-08,Chocolate,128.53
2023-01-09,Chocolate,127.27
2023-01-10,Chocolate,135.19
2023-01-11,Chocolate,135.32
2023-01-12,Chocolate,119.98
2023-01-13,Chocolate,116.42
2023-01-14,Chocolate,116.41
2023-01-15,Chocolate,126.92
2023-01-16,Chocolate,130.17
2023-01-17,Chocolate,126.1
2023-01-18,Chocolate,124.86
2023-01-19,Chocolate,115.64
2023-01-20,Chocolate,110.64
2023-01-21,Chocolate,113.48
2023-01-22,Chocolate,116.05
2023-01-23,Chocolate,127.53
2023-01-24,Chocolate,127.66
2023-01-25,Chocolate,123.31
2023-01-26,Chocolate,117.32
2023-01-27,Chocolate,111.99
2023-01-28,Chocolate,115.7
2023-01-29,Chocolate,123.14
2023-01-30,Chocolate,130.6
2023-01-31,Chocolate,138.02
2023-02-01,Chocolate,128.25
2023-02-02,Chocolate,119.56
2023-02-03,Chocolate,114.73
2023-02-04,Chocolate,118.34
2023-02-05,Chocolate,129.06
2023-02-06,Chocolate,136.5
2023-02-07,Chocolate,141.68
2023-02-08,Chocolate,136.03
2023-02-09,Chocolate,129.29
2023-02-10,Chocolate,125.02
2023-02-11,Chocolate,120.31
2023-02-12,Chocolate,128.76
2023-02-13,Chocolate,136.25
2023-02-14,Chocolate,139.93
2023-02-15,Chocolate,123.78
2023-02-16,Chocolate,121.61
2023-02-17,Chocolate,116.9
2023-02-18,Chocolate,112.98
2023-02-19,Chocolate,124.33
2023-02-20,Chocolate,132.45
2023-02-21,Chocolate,131.99
2023-02-22,Chocolate,119.05
2023-02-23,Chocolate,119.33
2023-02-24,Chocolate,115.94
2023-02-25,Chocolate,136.1
2023-02-26,Chocolate,116.93
2023-02-27,Chocolate,130.42
2023-02-28,Chocolate,130.09
2023-03-01,Chocolate,127.55
2023-03-02,Chocolate,130.36
2023-03-03,Chocolate,150.96
2023-03-04,Chocolate,126.63
2023-03-05,Chocolate,135.74
2023-03-06,Chocolate,137.32
2023-03-07,Chocolate,147.39
2023-03-08,Chocolate,140.24
2023-03-09,Chocolate,131.32
2023-03-10,Chocolate,123.91
2023-03-11,Chocolate,128.37
2023-03-12,Chocolate,133.65
2023-03-13,Chocolate,139.41
2023-03-14,Chocolate,137.96
2023-03-15,Chocolate,137.69
2023-03-16,Chocolate,123.85
2023-03-17,Chocolate,126.37
2023-03-18,Chocolate,117.47
2023-03-19,Chocolate,116.71
2023-03-20,Chocolate,138.87
2023-03-21,Chocolate,136.05
2023-03-22,Chocolate,128.45
2023-03-23,Chocolate,127.25
2023-03-24,Chocolate,116.59
2023-03-25,Chocolate,113.32
2023-03-26,Chocolate,128.76
2023-03-27,Chocolate,127.35
2023-03-28,Chocolate,130.01
2023-03-29,Chocolate,138.78
2023-03-30,Chocolate,116.47
2023-03-31,Chocolate,116.92
2023-04-01,Chocolate,125.6
2023-04-02,Chocolate,145.47
2023-04-03,Chocolate,135.46
2023-04-04,Chocolate,150.57
2023-04-05,Chocolate,144.52
2023-04-06,Chocolate,123.24
2023-04-07,Chocolate,130.13
2023-04-08,Chocolate,133.93
2023-04-09,Chocolate,141.06
2023-04-10,Chocolate,136.39
2023-04-11,Chocolate,149.91
2023-04-12,Chocolate,138.45
2023-04-13,Chocolate,137.53
2023-04-14,Chocolate,129.71
2023-04-15,Chocolate,130.45
2023-04-16,Chocolate,129.83
2023-04-17,Chocolate,137.38
2023-04-18,Chocolate,141.51
2023-04-19,Chocolate,142.2
2023-04-20,Chocolate,129.11
2023-04-21,Chocolate,141.51
2023-04-22,Chocolate,117.65
2023-04-23,Chocolate,123.89
2023-04-24,Chocolate,137.26
2023-04-25,Chocolate,129.23
2023-04-26,Chocolate,138.08
2023-04-27,Chocolate,132.93
2023-04-28,Chocolate,119.75
2023-04-29,Chocolate,123.71
2023-04-30,Chocolate,126.61
2023-05-01,Chocolate,153.94
2023-05-02,Chocolate,178.67
2023-05-03,Chocolate,148.19
2023-05-04,Chocolate,137.77
2023-05-05,Chocolate,131.03
2023-05-06,Chocolate,128.33
2023-05-07,Chocolate,132.54
2023-05-08,Chocolate,148.5
2023-05-09,Chocolate,151.72
2023-05-10,Chocolate,142.63
2023-05-11,Chocolate,140.76
2023-05-12,Chocolate,126.36
2023-05-13,Chocolate,120.46
2023-05-14,Chocolate,146.34
2023-05-15,Chocolate,152.38
2023-05-16,Chocolate,139.62
2023-05-17,Chocolate,148.94
2023-05-18,Chocolate,126.8
2023-05-19,Chocolate,121.14
2023-05-20,Chocolate,134.28
2023-05-21,Chocolate,132.59
2023-05-22,Chocolate,142.08
2023-05-23,Chocolate,140.16
2023-05-24,Chocolate,144.94
2023-05-25,Chocolate,130.87
2023-05-26,Chocolate,113.39
2023-05-27,Chocolate,110.14
2023-05-28,Chocolate,129.85
2023-05-29,Chocolate,131.33
2023-05-30,Chocolate,141.82
2023-05-31,Chocolate,132.03
2023-06-01,Chocolate,128.34
2023-06-02,Chocolate,131.19
2023-06-03,Chocolate,127.17
2023-06-04,Chocolate,145.09
2023-06-05,Chocolate,147.87
2023-06-06,Chocolate,161.97
2023-06-07,Chocolate,136.12
2023-06-08,Chocolate,132.7
2023-06-09,Chocolate,142.75
2023-06-10,Chocolate,145.81
2023-06-11,Chocolate,132.24
2023-06-12,Chocolate,153.7
2023-06-13,Chocolate,146.65
2023-06-14,Chocolate,142.96
2023-06-15,Chocolate,127.2
2023-06-16,Chocolate,133.65
2023-06-17,Chocolate,128.18
2023-06-18,Chocolate,149.76
2023-06-19,Chocolate,135.78
2023-06-20,Chocolate,174.31
2023-06-21,Chocolate,141.23
2023-06-22,Chocolate,140.46
2023-06-23,Chocolate,122.68
2023-06-24,Chocolate,125.66
2023-06-25,Chocolate,134.43
2023-06-26,Chocolate,144.44
2023-06-27,Chocolate,150.81
2023-06-28,Chocolate,144.21
2023-06-29,Chocolate,127.56
2023-06-30,Chocolate,134.51
2023-01-01,Rice,161.31
2023-01-02,Rice,172.9
2023-01-03,Rice,176.59
2023-01-04,Rice,173.58
2023-01-05,Rice,160.24
2023-01-06,Rice,156.19
2023-01-07,Rice,152.12
2023-01-08,Rice,161.3
2023-01-09,Rice,172.54
2023-01-10,Rice,178.67
2023-01-11,Rice,167.25
2023-01-12,Rice,161.21
2023-01-13,Rice,161.74
2023-01-14,Rice,149.78
2023-01-15,Rice,165.13
2023-01-16,Rice,171.51
2023-01-17,Rice,171.65
2023-01-18,Rice,167.36
2023-01-19,Rice,154.76
2023-01-20,Rice,151.41
2023-01-21,Rice,149.18
2023-01-22,Rice,162.92
2023-01-23,Rice,171.75
2023-01-24,Rice,171.83
2023-01-25,Rice,158.88
2023-01-26,Rice,155.36
2023-01-27,Rice,148.03
2023-01-28,Rice,152.93
2023-01-29,Rice,171.2
2023-01-30,Rice,166.94
2023-01-31,Rice,178.06
2023-02-01,Rice,168.59
2023-02-02,Rice,165.27
2023-02-03,Rice,158.34
2023-02-04,Rice,185.68
2023-02-05,Rice,160.55
2023-02-06,Rice,177.85
2023-02-07,Rice,183.26
2023-02-08,Rice,171.04
2023-02-09,Rice,166.19
2023-02-10,Rice,159.49
2023-02-11,Rice,171.3
2023-02-12,Rice,167.73
2023-02-13,Rice,176.95
2023-02-14,Rice,178.51
2023-02-15,Rice,163.37
2023-02-16,Rice,165.89
2023-02-17,Rice,152.63
2023-02-18,Rice,157.49
2023-02-19,Rice,154.95
2023-02-20,Rice,170.15
2023-02-21,Rice,172.86
2023-02-22,Rice,175.42
2023-02-23,Rice,158.03
2023-02-24,Rice,150.52
2023-02-25,Rice,158.94
2023-02-26,Rice,160.91
2023-02-27,Rice,174.13
2023-02-28,Rice,177.54
2023-03-01,Rice,174.96
2023-03-02,Rice,160.14
2023-03-03,Rice,155.48
2023-03-04,Rice,155.94
2023-03-05,Rice,168.74
2023-03-06,Rice,172.76
2023-03-07,Rice,181.7
2023-03-08,Rice,178.15
2023-03-09,Rice,170.96
2023-03-10,Rice,167.71
2023-03-11,Rice,170.34
2023-03-12,Rice,208.87
2023-03-13,Rice,175.95
2023-03-14,Rice,184.41
2023-03-15,Rice,179.74
2023-03-16,Rice,165.72
2023-03-17,Rice,158.58
2023-03-18,Rice,178.37
2023-03-19,Rice,175.67
2023-03-20,Rice,174.38
2023-03-21,Rice,172.31
2023-03-22,Rice,172.43
2023-03-23,Rice,161.22
2023-03-24,Rice,154.61
2023-03-25,Rice,164.36
2023-03-26,Rice,164.2
2023-03-27,Rice,168.14
2023-03-28,Rice,169.84
2023-03-29,Rice,169.2
2023-03-30,Rice,164.98
2023-03-31,Rice,165.74
2023-04-01,Rice,167.97
2023-04-02,Rice,174.86
2023-04-03,Rice,207.61
2023-04-04,Rice,175.81
2023-04-05,Rice,174.9
2023-04-06,Rice,176.08
2023-04-07,Rice,171.07
2023-04-08,Rice,172.23
2023-04-09,Rice,179.27
2023-04-10,Rice,177.79
2023-04-11,Rice,187.87
2023-04-12,Rice,181.23
2023-04-13,Rice,173.17
2023-04-14,Rice,162.71
2023-04-15,Rice,169.16
2023-04-16,Rice,172.41
2023-04-17,Rice,188.26
2023-04-18,Rice,175.88
2023-04-19,Rice,183.65
2023-04-20,Rice,163.51
2023-04-21,Rice,162.79
2023-04-22,Rice,169.13
2023-04-23,Rice,176.73
2023-04-24,Rice,175.14
2023-04-25,Rice,181.95
2023-04-26,Rice,206.54
2023-04-27,Rice,173.68
2023-04-28,Rice,157.63
2023-04-29,Rice,163.09
2023-04-30,Rice,177.2
2023-05-01,Rice,176.61
2023-05-02,Rice,185.53
2023-05-03,Rice,177.3
2023-05-04,Rice,173.58
2023-05-05,Rice,167.24
2023-05-06,Rice,179.98
2023-05-07,Rice,181.37
2023-05-08,Rice,196.77
2023-05-09,Rice,198.93
2023-05-10,Rice,184.48
2023-05-11,Rice,203.83
2023-05-12,Rice,173.48
2023-05-13,Rice,192.7
2023-05-14,Rice,173.9
2023-05-15,Rice,189.68
2023-05-16,Rice,185.49
2023-05-17,Rice,179.36
2023-05-18,Rice,161.68
2023-05-19,Rice,168.64
2023-05-20,Rice,182.33
2023-05-21,Rice,164.69
2023-05-22,Rice,180.94
2023-05-23,Rice,180.44
2023-05-24,Rice,176.26
2023-05-25,Rice,178.36
2023-05-26,Rice,174.12
2023-05-27,Rice,162.48
2023-05-28,Rice,160.26
2023-05-29,Rice,180.95
2023-05-30,Rice,181.39
2023-05-31,Rice,170.95
2023-06-01,Rice,186.57
2023-06-02,Rice,197.93
2023-06-03,Rice,165.46
2023-06-04,Rice,169.39
2023-06-05,Rice,202.62
2023-06-06,Rice,191.46
2023-06-07,Rice,191.19
2023-06-08,Rice,182.13
2023-06-09,Rice,179.49
2023-06-10,Rice,171.62
2023-06-11,Rice,190.3
2023-06-12,Rice,178.27
2023-06-13,Rice,200.59
2023-06-14,Rice,232.43
2023-06-15,Rice,179.12
2023-06-16,Rice,168.92
2023-06-17,Rice,184.47
2023-06-18,Rice,168.22
2023-06-19,Rice,176.16
2023-06-20,Rice,174.72
2023-06-21,Rice,172.54
2023-06-22,Rice,170.96
2023-06-23,Rice,167.93
2023-06-24,Rice,167.0
2023-06-25,Rice,179.62
2023-06-26,Rice,181.12
2023-06-27,Rice,189.88
2023-06-28,Rice,179.56
2023-06-29,Rice,189.24
2023-06-30,Rice,185.53
2023-01-01,Oil,150.69
2023-01-02,Oil,156.61
2023-01-03,Oil,161.99
